pincode,district,Total_Enrollments,age_0_5,age_5_17,age_18_greater,Total_Demo,demo_age_5_17,demo_age_17_,Total_Bio,bio_age_5_17,bio_age_17_,Demo_Rate,Bio_Rate,Youth_Enrollment_Pct,Cluster,Cluster_Label,Anomaly,PC1,PC2,Coverage_Score,Accuracy_Score,Reliability_Score,Inclusion_Score
751011,Khordha,0.0,0.0,0.0,0.0,9.0,1.0,8.0,16.0,10.0,6.0,0.0,0.0,0.0,0,Moderate,1,-2.627736416720338,-2.971813426093553,0.0,100.0,100.0,60.0
751012,Khordha,54.0,42.0,10.0,2.0,513.0,72.0,441.0,1898.0,750.0,1148.0,9.5,35.148148148148145,96.29629629629629,0,Moderate,1,-0.5603801682323155,1.7756128527698427,5.613305613305614,60.416666666666664,49.30555555555555,35.16
751013,Khordha,86.0,70.0,15.0,1.0,761.0,126.0,635.0,1976.0,867.0,1109.0,8.848837209302326,22.976744186046513,98.83720930232558,0,Moderate,1,-0.3820550019921782,0.5700395999595235,8.93970893970894,63.1298449612403,66.86046511627907,42.57
751014,Khordha,19.0,15.0,4.0,0.0,231.0,28.0,203.0,721.0,279.0,442.0,12.157894736842104,37.94736842105263,100.0,0,Moderate,1,-1.1410528046781918,2.6839702041993205,1.9750519750519753,49.3421052631579,45.26821862348178,29.17
751015,Khordha,45.0,34.0,10.0,1.0,375.0,56.0,319.0,1059.0,459.0,600.0,8.333333333333334,23.533333333333335,97.77777777777777,0,Moderate,1,-1.16007780345451,0.6188744164253552,4.677754677754678,65.27777777777777,66.05769230769229,41.27
751016,Khordha,59.0,43.0,13.0,3.0,512.0,74.0,438.0,1383.0,568.0,815.0,8.677966101694915,23.440677966101696,94.91525423728814,0,Moderate,1,-0.8789980378245877,0.6462551328548473,6.133056133056133,63.84180790960452,66.19132985658409,41.46
751017,Khordha,56.0,44.0,12.0,0.0,448.0,70.0,378.0,1530.0,613.0,917.0,8.0,27.321428571428573,100.0,0,Moderate,1,-0.8762998834895988,0.8197222798658916,5.8212058212058215,66.66666666666666,60.5940934065934,40.51
751018,Khordha,55.0,43.0,12.0,0.0,536.0,55.0,481.0,1243.0,537.0,706.0,9.745454545454546,22.6,100.0,0,Moderate,1,-0.8872787493019894,0.8198430263793857,5.717255717255718,59.39393939393939,67.40384615384615,40.33
751019,Khordha,143.0,105.0,35.0,3.0,1374.0,164.0,1210.0,4626.0,1518.0,3108.0,9.608391608391608,32.34965034965035,97.9020979020979,1,Stable,1,1.2936234255284134,1.3053764094976088,14.864864864864865,59.96503496503496,53.34185045723507,39.94
751020,Khordha,37.0,31.0,6.0,0.0,330.0,35.0,295.0,885.0,377.0,508.0,8.91891891891892,23.91891891891892,100.0,0,Moderate,1,-1.2547053532034067,0.7986263264389458,3.8461538461538463,62.83783783783783,65.50155925155924,40.04
751021,Khordha,44.0,35.0,7.0,2.0,365.0,47.0,318.0,1817.0,636.0,1181.0,8.295454545454545,41.29545454545455,95.45454545454545,0,Moderate,1,-0.7129691221210107,2.0410005297864933,4.5738045738045745,65.43560606060606,40.43924825174824,33.59
751022,Khordha,17.0,15.0,1.0,1.0,127.0,21.0,106.0,685.0,297.0,388.0,7.470588235294118,40.294117647058826,94.11764705882352,0,Moderate,1,-1.4012807144219037,1.8678344382391896,1.7671517671517671,68.87254901960785,41.88348416289592,33.93
751023,Khordha,8.0,7.0,1.0,0.0,75.0,10.0,65.0,201.0,96.0,105.0,9.375,25.125,100.0,0,Moderate,1,-1.7562109461926314,1.0771643933691992,0.8316008316008316,60.9375,63.762019230769226,37.74
751024,Khordha,318.0,140.0,85.0,93.0,1057.0,120.0,937.0,3436.0,1238.0,2198.0,3.3238993710691824,10.80503144654088,70.75471698113208,1,Stable,1,0.9906587738055131,-2.1454514597031706,33.056133056133056,86.15041928721173,84.41582002902757,64.39
751025,Khordha,25.0,20.0,4.0,1.0,330.0,41.0,289.0,841.0,349.0,492.0,13.2,33.64,96.0,0,Moderate,1,-1.016688199836178,2.5417695035475845,2.598752598752599,45.0,51.480769230769226,29.98
751028,Khordha,7.0,6.0,1.0,0.0,26.0,2.0,24.0,23.0,8.0,15.0,3.7142857142857144,3.2857142857142856,100.0,0,Moderate,1,-2.382460035295146,-1.9163581111139112,0.7276507276507277,84.52380952380952,95.26098901098901,54.23
751029,Khordha,51.0,31.0,18.0,2.0,462.0,36.0,426.0,523.0,157.0,366.0,9.058823529411764,10.254901960784315,96.07843137254902,0,Moderate,1,-1.36883727702815,-0.30696592796686184,5.301455301455301,62.25490196078431,85.20927601809954,46.36
751030,Khordha,94.0,67.0,24.0,3.0,553.0,63.0,490.0,1416.0,542.0,874.0,5.882978723404255,15.063829787234043,96.80851063829788,0,Moderate,1,-0.8981551977642034,-0.7155450557984195,9.771309771309772,75.48758865248227,78.27332242225859,50.04
751031,Khordha,29.0,20.0,8.0,1.0,97.0,19.0,78.0,208.0,82.0,126.0,3.3448275862068964,7.172413793103448,96.55172413793103,0,Moderate,1,-2.1288778409070384,-1.7325218090065406,3.0145530145530146,86.0632183908046,89.6551724137931,53.92
752001,Puri,186.0,139.0,47.0,0.0,2437.0,215.0,2222.0,3779.0,1601.0,2178.0,13.102150537634408,20.317204301075268,100.0,1,Stable,1,2.079979723459139,0.9864667785510873,19.334719334719335,45.407706093189965,70.6963399503722,42.57
752002,Puri,321.0,267.0,54.0,0.0,1821.0,218.0,1603.0,6711.0,2715.0,3996.0,5.672897196261682,20.906542056074766,100.0,1,Stable,1,2.779348357341639,-0.9089270204669434,33.36798336798337,76.36292834890966,69.84633357296909,57.21
752003,Puri,10.0,3.0,7.0,0.0,42.0,6.0,36.0,48.0,26.0,22.0,4.2,4.8,100.0,0,Moderate,1,-2.3075529427824053,-1.6953955897356507,1.0395010395010396,82.5,93.07692307692308,53.09
752011,Puri,356.0,308.0,48.0,0.0,2118.0,290.0,1828.0,6715.0,3482.0,3233.0,5.949438202247191,18.8623595505618,100.0,1,Stable,1,3.167786710402126,-1.0962313144770404,37.00623700623701,75.21067415730337,72.79467372515126,59.2
752012,Puri,130.0,110.0,20.0,0.0,1589.0,166.0,1423.0,2809.0,1311.0,1498.0,12.223076923076922,21.607692307692307,100.0,0,Moderate,1,0.8427632570857257,1.0594357734861193,13.513513513513514,49.07051282051282,68.83505917159763,40.78
752013,Puri,55.0,50.0,5.0,0.0,434.0,72.0,362.0,1558.0,866.0,692.0,7.890909090909091,28.327272727272728,100.0,0,Moderate,1,-0.8747809293081449,0.8797314321196619,5.717255717255718,67.12121212121212,59.14335664335664,40.17
752014,Puri,143.0,110.0,32.0,1.0,2007.0,217.0,1790.0,3454.0,1636.0,1818.0,14.034965034965035,24.153846153846153,99.3006993006993,1,Stable,1,1.5298795333530413,1.607951644375554,14.864864864864865,41.52097902097902,65.16272189349112,37.95
752015,Puri,115.0,99.0,16.0,0.0,983.0,126.0,857.0,2741.0,1390.0,1351.0,8.547826086956523,23.83478260869565,100.0,0,Moderate,1,0.15109690200251208,0.4918756496073535,11.954261954261955,64.38405797101449,65.62290969899665,43.78
752016,Puri,104.0,91.0,13.0,0.0,887.0,111.0,776.0,2209.0,1164.0,1045.0,8.528846153846153,21.240384615384617,100.0,0,Moderate,1,-0.16609783485281485,0.31365579367498814,10.81081081081081,64.46314102564102,69.3648298816568,44.47
752017,Puri,235.0,216.0,18.0,1.0,1708.0,263.0,1445.0,4470.0,2644.0,1826.0,7.268085106382979,19.02127659574468,99.57446808510639,1,Stable,1,1.6775099988739133,-0.48408001347248514,24.42827442827443,69.71631205673759,72.56546644844516,52.46
752018,Khordha,52.0,48.0,4.0,0.0,437.0,55.0,382.0,1441.0,816.0,625.0,8.403846153846153,27.71153846153846,100.0,0,Moderate,1,-0.9078003632555024,0.9494611024020377,5.405405405405405,64.98397435897436,60.0314349112426,39.67
752019,Khordha,141.0,122.0,18.0,1.0,967.0,153.0,814.0,2963.0,1682.0,1281.0,6.858156028368795,21.01418439716312,99.29078014184397,0,Moderate,1,0.2188505709619355,-0.16267079472384602,14.656964656964657,71.42434988179669,69.69108019639934,48.2
752020,Khordha,119.0,108.0,10.0,1.0,478.0,57.0,421.0,2611.0,1287.0,1324.0,4.016806722689076,21.941176470588236,99.15966386554622,0,Moderate,1,-0.47833050338257443,-0.6371370950462034,12.37006237006237,83.26330532212884,68.35407239819004,50.43
752021,Khordha,134.0,121.0,13.0,0.0,961.0,135.0,826.0,3307.0,1619.0,1688.0,7.1716417910447765,24.67910447761194,100.0,0,Moderate,1,0.3417290479171922,0.21079436867712817,13.92931392931393,70.1181592039801,64.40513777267509,45.93
752022,Khordha,44.0,38.0,6.0,0.0,335.0,48.0,287.0,720.0,380.0,340.0,7.613636363636363,16.363636363636363,100.0,0,Moderate,1,-1.4215323415342316,-0.10955137907012649,4.5738045738045745,68.27651515151516,76.3986013986014,45.23
752023,Khordha,119.0,101.0,18.0,0.0,522.0,89.0,433.0,2686.0,1270.0,1416.0,4.38655462184874,22.571428571428573,100.0,0,Moderate,1,-0.398280869419726,-0.5084553020038288,12.37006237006237,81.72268907563026,67.44505494505495,49.7
752024,Nayagarh,53.0,39.0,14.0,0.0,465.0,65.0,400.0,1901.0,966.0,935.0,8.773584905660377,35.867924528301884,100.0,0,Moderate,1,-0.6220148792069845,1.6800667975341843,5.50935550935551,63.443396226415096,48.267416545718426,35.72
752025,Nayagarh,76.0,67.0,9.0,0.0,719.0,72.0,647.0,2992.0,1527.0,1465.0,9.460526315789474,39.36842105263158,100.0,0,Moderate,1,0.07713394413343126,2.03560326008402,7.900207900207901,60.581140350877185,43.218623481781364,34.3
752026,Nayagarh,128.0,111.0,15.0,2.0,1031.0,125.0,906.0,4812.0,2458.0,2354.0,8.0546875,37.59375,98.4375,0,Moderate,1,1.011197851331626,1.4309786365384798,13.305613305613306,66.43880208333333,45.778245192307686,38.99
752027,Khordha,101.0,87.0,13.0,1.0,868.0,121.0,747.0,2523.0,1270.0,1253.0,8.594059405940595,24.980198019801982,99.00990099009901,0,Moderate,1,-0.05191051993374985,0.6319199135184981,10.4989604989605,64.1914191419142,63.970868240670214,42.65
752028,Khordha,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0,Moderate,1,-2.632966933635277,-2.9715340720359507,0.0,100.0,100.0,60.0
752030,Khordha,196.0,163.0,31.0,2.0,1966.0,262.0,1704.0,4581.0,2529.0,2052.0,10.03061224489796,23.372448979591837,98.9795918367347,1,Stable,1,1.8992025239143224,0.5422411771038892,20.374220374220375,58.205782312925166,66.28973704866561,45.5
752031,Khordha,179.0,167.0,12.0,0.0,1563.0,219.0,1344.0,5149.0,2816.0,2333.0,8.731843575418994,28.76536312849162,100.0,1,Stable,1,1.6805018878030378,0.7325162570483942,18.60706860706861,63.61731843575419,58.51149548775246,44.08
752034,Khordha,116.0,104.0,9.0,3.0,816.0,115.0,701.0,3076.0,1395.0,1681.0,7.0344827586206895,26.517241379310345,97.41379310344827,0,Moderate,1,0.09409317156689534,0.37690964630940527,12.058212058212058,70.6896551724138,61.75397877984084,44.56
752035,Khordha,94.0,80.0,14.0,0.0,807.0,140.0,667.0,2497.0,1423.0,1074.0,8.585106382978724,26.56382978723404,100.0,0,Moderate,1,-0.11990101754406937,0.7755016482425828,9.771309771309772,64.2287234042553,61.68678396072013,41.68
752037,Khordha,6.0,5.0,1.0,0.0,30.0,8.0,22.0,28.0,18.0,10.0,5.0,4.666666666666667,100.0,0,Moderate,1,-2.3113966128875356,-1.5239468598935484,0.6237006237006237,79.16666666666666,93.26923076923077,51.98
752038,Khordha,46.0,44.0,2.0,0.0,317.0,45.0,272.0,1131.0,552.0,579.0,6.891304347826087,24.58695652173913,100.0,0,Moderate,1,-1.2248401063638426,0.390126576158581,4.781704781704782,71.28623188405797,64.53804347826087,42.66
752045,Puri,75.0,61.0,14.0,0.0,446.0,63.0,383.0,1539.0,765.0,774.0,5.946666666666666,20.52,100.0,0,Moderate,1,-0.9614648322341965,-0.21807176120542376,7.796257796257796,75.22222222222223,70.40384615384615,46.81
752046,Puri,76.0,68.0,7.0,1.0,639.0,57.0,582.0,1267.0,670.0,597.0,8.407894736842104,16.67105263157895,98.68421052631578,0,Moderate,1,-0.8339457968542264,0.000992159506921921,7.900207900207901,64.96710526315789,75.95521255060729,45.44
752050,Khordha,223.0,188.0,35.0,0.0,1909.0,173.0,1736.0,5911.0,2327.0,3584.0,8.560538116591928,26.506726457399104,100.0,1,Stable,1,2.345620655513611,0.3944996003231002,23.18087318087318,64.33109118086696,61.769144532597444,47.1
752054,Khordha,220.0,164.0,48.0,8.0,1104.0,138.0,966.0,3862.0,1493.0,2369.0,5.0181818181818185,17.554545454545455,96.36363636363636,1,Stable,1,0.8405390908033187,-1.032068209971118,22.86902286902287,79.0909090909091,74.68094405594405,55.28
752055,Khordha,187.0,163.0,24.0,0.0,1242.0,141.0,1101.0,4188.0,1969.0,2219.0,6.641711229946524,22.39572192513369,100.0,1,Stable,1,1.01734356285381,-0.22706018288374408,19.43866943866944,72.32620320855615,67.69847799259563,49.78
752056,Khordha,124.0,112.0,12.0,0.0,835.0,119.0,716.0,2860.0,1236.0,1624.0,6.733870967741935,23.06451612903226,100.0,0,Moderate,1,0.026225446667147063,0.01834110285470094,12.889812889812891,71.94220430107526,66.73387096774192,46.76
752057,Khordha,68.0,56.0,12.0,0.0,203.0,15.0,188.0,923.0,455.0,468.0,2.985294117647059,13.573529411764707,100.0,0,Moderate,1,-1.5798374027722697,-1.3902881976766233,7.0686070686070686,87.56127450980392,80.42279411764706,53.22
752060,Khordha,76.0,71.0,5.0,0.0,328.0,68.0,260.0,1426.0,712.0,714.0,4.315789473684211,18.763157894736842,100.0,0,Moderate,1,-1.1731236329535049,-0.710922323113493,7.900207900207901,82.01754385964912,72.93775303643724,49.65
752061,Khordha,111.0,106.0,5.0,0.0,899.0,107.0,792.0,2227.0,1060.0,1167.0,8.0990990990991,20.063063063063062,100.0,0,Moderate,1,-0.15152914315388646,0.10943026400740831,11.538461538461538,66.25375375375376,71.06288981288981,45.81
752062,Khordha,72.0,67.0,5.0,0.0,980.0,124.0,856.0,2719.0,1293.0,1426.0,13.61111111111111,37.763888888888886,100.0,0,Moderate,1,0.33401986796079514,2.8118405696672415,7.484407484407485,43.28703703703704,45.53285256410256,29.64
752063,Nayagarh,157.0,143.0,14.0,0.0,1138.0,182.0,956.0,4224.0,1875.0,2349.0,7.248407643312102,26.904458598726116,100.0,0,Moderate,1,0.8877444303921312,0.3360301646799614,16.320166320166322,69.79830148619958,61.19549240568348,45.83
752064,Khordha,62.0,56.0,6.0,0.0,323.0,77.0,246.0,1571.0,752.0,819.0,5.209677419354839,25.338709677419356,100.0,0,Moderate,1,-1.0758598277827311,0.043873351658157506,6.4449064449064455,78.29301075268816,63.45378411910669,45.1
752065,Nayagarh,63.0,58.0,5.0,0.0,620.0,90.0,530.0,2438.0,1156.0,1282.0,9.841269841269842,38.698412698412696,100.0,0,Moderate,1,-0.21546796395578607,2.105122276638591,6.548856548856549,58.994708994708986,44.18498168498168,33.57
752066,Khordha,141.0,131.0,10.0,0.0,1233.0,206.0,1027.0,3058.0,1673.0,1385.0,8.74468085106383,21.68794326241135,100.0,0,Moderate,1,0.5432916188280681,0.29244641908019464,14.656964656964657,63.56382978723404,68.71931260229132,45.55
752068,Nayagarh,143.0,134.0,9.0,0.0,1078.0,166.0,912.0,3569.0,1771.0,1798.0,7.538461538461538,24.958041958041957,100.0,0,Moderate,1,0.5712877902795346,0.28556995617850534,14.864864864864865,68.58974358974359,64.00282409897794,45.72
752069,Nayagarh,44.0,36.0,7.0,1.0,329.0,47.0,282.0,1152.0,531.0,621.0,7.4772727272727275,26.181818181818183,97.72727272727273,0,Moderate,1,-1.1730910610633014,0.6501253160583778,4.5738045738045745,68.84469696969697,62.23776223776223,41.15
752070,Nayagarh,138.0,125.0,13.0,0.0,730.0,142.0,588.0,4227.0,2037.0,2190.0,5.2898550724637685,30.630434782608695,100.0,0,Moderate,1,0.4449200157662217,0.2644282652050779,14.345114345114347,77.95893719806763,55.82148829431438,45.87
752077,Nayagarh,274.0,243.0,31.0,0.0,1931.0,282.0,1649.0,6071.0,2754.0,3317.0,7.047445255474453,22.156934306569344,100.0,1,Stable,1,2.5320672822485437,-0.3987757186819511,28.482328482328484,70.63564476885645,68.04288321167883,53.0
752078,Nayagarh,59.0,51.0,8.0,0.0,539.0,84.0,455.0,1478.0,858.0,620.0,9.135593220338983,25.050847457627118,100.0,0,Moderate,1,-0.7896558802466296,0.8735714036974892,6.133056133056133,61.93502824858757,63.8689700130378,40.19
752079,Nayagarh,106.0,96.0,9.0,1.0,747.0,114.0,633.0,3230.0,1613.0,1617.0,7.047169811320755,30.471698113207548,99.05660377358491,0,Moderate,1,0.09021236976356228,0.7206396565831759,11.01871101871102,70.63679245283018,56.05043541364295,42.41
752080,Nayagarh,122.0,105.0,16.0,1.0,565.0,83.0,482.0,2857.0,1452.0,1405.0,4.631147540983607,23.418032786885245,99.18032786885246,0,Moderate,1,-0.2793910664386085,-0.39766251931186536,12.681912681912683,80.7035519125683,66.22399117276166,49.15
752081,Nayagarh,200.0,172.0,26.0,2.0,943.0,142.0,801.0,3247.0,1699.0,1548.0,4.715,16.235,99.0,0,Moderate,1,0.4109129713875602,-1.1458180476318391,20.79002079002079,80.35416666666666,76.58413461538461,55.4
752082,Nayagarh,77.0,71.0,4.0,2.0,590.0,68.0,522.0,1417.0,768.0,649.0,7.662337662337662,18.4025974025974,97.40259740259741,0,Moderate,1,-0.8317305198330172,-0.023796964764699703,8.004158004158004,68.07359307359307,73.45779220779221,45.66
752083,Nayagarh,62.0,54.0,8.0,0.0,564.0,112.0,452.0,1320.0,663.0,657.0,9.096774193548388,21.29032258064516,100.0,0,Moderate,1,-0.8539145462764755,0.5558725710993911,6.4449064449064455,62.096774193548384,69.29280397022332,41.99
752084,Nayagarh,130.0,104.0,26.0,0.0,1035.0,154.0,881.0,2492.0,1181.0,1311.0,7.961538461538462,19.16923076923077,100.0,0,Moderate,1,0.10534725196220629,-0.04200350552512213,13.513513513513514,66.82692307692307,72.35207100591715,47.16
752085,Nayagarh,96.0,85.0,11.0,0.0,820.0,137.0,683.0,1971.0,1039.0,932.0,8.541666666666666,20.53125,100.0,0,Moderate,1,-0.33481053579222136,0.282315233001437,9.97920997920998,64.40972222222223,70.3876201923077,44.43
752087,Nayagarh,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,1.0,4.0,0.0,0.0,0.0,0,Moderate,1,-2.6332513716784214,-2.9715127247642594,0.0,100.0,100.0,60.0
752089,Nayagarh,71.0,64.0,7.0,0.0,625.0,92.0,533.0,1733.0,774.0,959.0,8.80281690140845,24.408450704225352,100.0,0,Moderate,1,-0.6134608021637212,0.7165176923698434,7.380457380457381,63.321596244131456,64.79550379198267,41.39
752090,Nayagarh,84.0,77.0,7.0,0.0,634.0,79.0,555.0,1993.0,969.0,1024.0,7.5476190476190474,23.726190476190474,100.0,0,Moderate,1,-0.530252322028217,0.35608972704254993,8.731808731808732,68.5515873015873,65.77953296703296,43.79
752091,Nayagarh,74.0,65.0,8.0,1.0,776.0,126.0,650.0,2157.0,1059.0,1098.0,10.486486486486486,29.14864864864865,98.64864864864865,0,Moderate,1,-0.22445155697357846,1.447496380946262,7.6923076923076925,56.306306306306304,57.958679833679824,37.36
752092,Nayagarh,72.0,64.0,7.0,1.0,509.0,64.0,445.0,2008.0,1110.0,898.0,7.069444444444445,27.88888888888889,98.61111111111111,0,Moderate,1,-0.644849003955881,0.6189828403337879,7.484407484407485,70.54398148148148,59.77564102564102,42.09
752093,Nayagarh,90.0,80.0,10.0,0.0,614.0,93.0,521.0,2135.0,1003.0,1132.0,6.822222222222222,23.72222222222222,100.0,0,Moderate,1,-0.5064249547031716,0.18347112096544738,9.355509355509357,71.57407407407408,65.78525641025641,44.95
752094,Nayagarh,82.0,76.0,6.0,0.0,627.0,84.0,543.0,1497.0,738.0,759.0,7.646341463414634,18.25609756097561,100.0,0,Moderate,1,-0.7582021256866633,-0.05230852757133137,8.523908523908524,68.14024390243902,73.66909005628517,45.95
752100,Khordha,150.0,130.0,17.0,3.0,743.0,115.0,628.0,2279.0,1240.0,1039.0,4.953333333333333,15.193333333333333,98.0,0,Moderate,1,-0.26845130158679525,-1.0476973088433592,15.592515592515593,79.36111111111111,78.08653846153845,53.47
752101,Khordha,126.0,102.0,19.0,5.0,470.0,65.0,405.0,1942.0,812.0,1130.0,3.7301587301587302,15.412698412698413,96.03174603174604,0,Moderate,1,-0.7433250160426171,-1.230373136969612,13.097713097713099,84.45767195767195,77.77014652014651,53.91
752102,Khordha,253.0,218.0,32.0,3.0,1042.0,166.0,876.0,3064.0,1587.0,1477.0,4.118577075098814,12.110671936758893,98.81422924901186,1,Stable,1,0.6109535569981427,-1.7210291296784725,26.299376299376302,82.83926218708828,82.53268470659775,60.13
752103,Khordha,140.0,109.0,31.0,0.0,728.0,107.0,621.0,2326.0,1132.0,1194.0,5.2,16.614285714285714,100.0,0,Moderate,1,-0.28538498160521747,-0.8582286203648836,14.553014553014554,78.33333333333333,76.03708791208791,52.13
752104,Puri,213.0,171.0,41.0,1.0,1031.0,116.0,915.0,6279.0,2586.0,3693.0,4.84037558685446,29.47887323943662,99.53051643192488,1,Stable,1,1.594135351583523,-0.13615413656942407,22.14137214137214,79.83176838810641,57.48239436619718,50.05
752105,Puri,131.0,114.0,17.0,0.0,670.0,100.0,570.0,2476.0,1226.0,1250.0,5.114503816793893,18.900763358778626,100.0,0,Moderate,1,-0.3039151001218345,-0.6736394906405596,13.617463617463619,78.68956743002545,72.73928361714621,50.88
752106,Puri,180.0,146.0,34.0,0.0,1066.0,79.0,987.0,3306.0,1549.0,1757.0,5.9222222222222225,18.366666666666667,100.0,0,Moderate,1,0.5079128588422694,-0.672768508969976,18.711018711018713,75.32407407407408,73.50961538461539,52.13
752107,Puri,97.0,82.0,15.0,0.0,659.0,76.0,583.0,2510.0,1393.0,1117.0,6.793814432989691,25.876288659793815,100.0,0,Moderate,1,-0.30168344149715187,0.3286022772463122,10.083160083160084,71.69243986254295,62.67842981760507,44.34
752108,Puri,127.0,107.0,20.0,0.0,997.0,108.0,889.0,2051.0,1040.0,1011.0,7.850393700787402,16.1496062992126,100.0,0,Moderate,1,-0.11102183020234287,-0.29494556080521506,13.201663201663202,67.29002624671915,76.7072986069049,48.48
752109,Puri,165.0,140.0,25.0,0.0,824.0,120.0,704.0,2889.0,1699.0,1190.0,4.993939393939394,17.509090909090908,100.0,0,Moderate,1,0.07523664821477655,-0.8972836833173152,17.151767151767153,79.1919191919192,74.7465034965035,53.04
752110,Puri,150.0,133.0,17.0,0.0,988.0,95.0,893.0,2823.0,1430.0,1393.0,6.586666666666667,18.82,100.0,0,Moderate,1,0.1975924925947776,-0.4164014453619992,15.592515592515593,72.55555555555556,72.85576923076923,49.86
752111,Puri,161.0,140.0,21.0,0.0,917.0,113.0,804.0,2205.0,1046.0,1159.0,5.695652173913044,13.695652173913043,100.0,0,Moderate,1,-0.08887273646284506,-1.0344468410457506,16.735966735966738,76.26811594202898,80.24665551839465,53.65
752112,Puri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0,Moderate,1,-2.6380236446454055,-2.971380962082877,0.0,100.0,100.0,60.0
752113,Puri,39.0,34.0,5.0,0.0,145.0,17.0,128.0,737.0,394.0,343.0,3.717948717948718,18.897435897435898,100.0,0,Moderate,1,-1.7148002532589481,-0.7320599611786603,4.054054054054054,84.50854700854701,72.74408284023669,48.8
752114,Puri,137.0,120.0,17.0,0.0,682.0,95.0,587.0,2633.0,1293.0,1340.0,4.978102189781022,19.21897810218978,100.0,0,Moderate,1,-0.22201856553122942,-0.6936389523857363,14.241164241164242,79.25790754257908,72.28032004491858,51.16
752115,Khordha,13.0,13.0,0.0,0.0,71.0,15.0,56.0,322.0,189.0,133.0,5.461538461538462,24.76923076923077,100.0,0,Moderate,1,-1.8646237320422072,0.18832951443313845,1.3513513513513513,77.24358974358974,64.27514792899407,43.0
752116,Puri,43.0,33.0,10.0,0.0,139.0,27.0,112.0,717.0,369.0,348.0,3.2325581395348837,16.674418604651162,100.0,0,Moderate,1,-1.7564972019034528,-1.0257688544814716,4.46985446985447,86.53100775193798,75.95035778175313,50.53
752118,Puri,45.0,39.0,6.0,0.0,246.0,37.0,209.0,943.0,471.0,472.0,5.466666666666667,20.955555555555556,100.0,0,Moderate,1,-1.4476321374092453,-0.20569364147204303,4.677754677754678,77.22222222222223,69.77564102564102,45.97
752119,Puri,77.0,66.0,11.0,0.0,468.0,53.0,415.0,1186.0,577.0,609.0,6.077922077922078,15.402597402597403,100.0,0,Moderate,1,-1.1002572588128032,-0.6029393156769157,8.004158004158004,74.67532467532467,77.78471528471528,48.94
