pincode,district,Total_Enrollments,Total_Demo_Updates,Total_Biometric,Demo_Rate,Bio_Rate,Bio_ZScore,Segment,Demo_Rate_Norm,Bio_Rate_Norm,Enroll_Vol,Enroll_Vol_Norm,Stress_Index
751014,Khordha,19.0,231.0,721.0,12.157894736842104,37.94736842105263,-0.9061329210461934,Exclusion Zone,0.5065578407917214,0.5473099198721071,0.8041154214905001,0.09016329950264156,0.444
751015,Khordha,45.0,375.0,1059.0,8.333333333333334,23.533333333333335,-0.7398585854840003,Exclusion Zone,0.34720775523242087,0.33941818146853653,0.5360769476603334,0.06010886633509438,0.286
751016,Khordha,59.0,512.0,1383.0,8.677966101694915,23.440677966101696,-0.5804713525782296,Exclusion Zone,0.36156685561830404,0.3380818252539871,0.391748538674859,0.04392571001410742,0.286
751017,Khordha,56.0,448.0,1530.0,8.0,27.321428571428573,-0.5081567746857966,Exclusion Zone,0.333319445023124,0.39405338247181876,0.4226760548860321,0.04739352922574749,0.307
751018,Khordha,55.0,536.0,1243.0,9.745454545454546,22.6,-0.6493423791424515,Exclusion Zone,0.40604368757362386,0.3259568371610025,0.4329852269564231,0.04854946896296084,0.295
751019,Khordha,143.0,1374.0,4626.0,9.608391608391608,32.34965034965035,1.0148767841915687,Stress Zone,0.4003329698092416,0.46657476598390907,0.47422191523798723,0.05317322791181425,0.364
751020,Khordha,37.0,330.0,885.0,8.91891891891892,23.91891891891892,-0.8254554327852476,Exclusion Zone,0.37160613803253695,0.34497943181952545,0.6185503242234616,0.0693563842328012,0.298
751021,Khordha,44.0,365.0,1817.0,8.295454545454545,41.29545454545455,-0.36697117022914155,Exclusion Zone,0.34562953816318254,0.5955989271133765,0.5463861197307244,0.06126480607230772,0.414
751022,Khordha,17.0,127.0,685.0,7.470588235294118,40.294117647058826,-0.923842613591279,Exclusion Zone,0.3112615405730643,0.5811567763021518,0.8247337656312821,0.09247517897706826,0.402
751023,Khordha,8.0,75.0,201.0,9.375,25.125,-1.1619395911418748,Exclusion Zone,0.39060872463647345,0.362374581135849,0.9175163142648014,0.10287863661198846,0.319
751024,Khordha,318.0,1057.0,3436.0,3.3238993710691824,10.80503144654088,0.4294730583956821,Stress Zone,0.13849003670968635,0.15583955202387773,2.2783270275564167,0.25546268192415106,0.171
751025,Khordha,25.0,330.0,841.0,13.2,33.64,-0.8471006125625745,Exclusion Zone,0.5499770842881546,0.4851853098272621,0.742260389068154,0.08322766107936144,0.424
751028,Khordha,7.0,26.0,23.0,3.7142857142857144,3.2857142857142856,-1.2495041820592427,Exclusion Zone,0.154755456617879,0.047389426388767746,0.9278254863351924,0.1040345763492018,0.091
751029,Khordha,51.0,462.0,523.0,9.058823529411764,10.254901960784315,-1.0035362300441644,Exclusion Zone,0.37743525392324334,0.14790510657227512,0.47422191523798723,0.05317322791181425,0.198
751030,Khordha,94.0,553.0,1416.0,5.882978723404255,15.063829787234043,-0.5642374677452344,Exclusion Zone,0.24511390039599412,0.21726364216719052,0.030927516211173078,0.0034678192116400597,0.183
751031,Khordha,29.0,97.0,208.0,3.3448275862068964,7.172413793103448,-1.1584960398136637,Exclusion Zone,0.13936200934156479,0.10344678384114818,0.7010237007865898,0.07860390213050802,0.109
752001,Puri,186.0,2437.0,3779.0,13.102150537634408,20.317204301075268,0.5982070734780259,Stress Zone,0.5459001932267159,0.2930323740678058,0.9175163142648014,0.10287863661198846,0.331
752002,Puri,321.0,1821.0,6711.0,5.672897196261682,20.906542056074766,2.040563144094445,Stress Zone,0.23636086814139753,0.3015323152465315,2.3092545437675898,0.25893050113579114,0.273
752003,Puri,10.0,42.0,48.0,4.2,4.8,-1.2372057844584887,Exclusion Zone,0.17499270863714012,0.0692297707244607,0.8968979701240193,0.10056675713756173,0.107
752011,Puri,356.0,2118.0,6715.0,5.949438202247191,18.8623595505618,2.0425308877105657,Stress Zone,0.2478829299715508,0.27204933895994476,2.670075566231276,0.2993883919382585,0.27
752012,Puri,130.0,1589.0,2809.0,12.223076923076922,21.607692307692307,0.12102924656877388,Stress Zone,0.5092736520593693,0.3116449134054649,0.34020267832290385,0.03814601132804066,0.316
752013,Puri,55.0,434.0,1558.0,7.890909090909091,28.327272727272728,-0.49438256937295216,Exclusion Zone,0.32877417986371776,0.40856054086632493,0.4329852269564231,0.04854946896296084,0.313
752014,Puri,143.0,2007.0,3454.0,14.034965034965035,24.153846153846153,0.43832790466822497,Stress Zone,0.584765844546687,0.3483677565301388,0.47422191523798723,0.05317322791181425,0.36
752015,Puri,115.0,983.0,2741.0,8.547826086956523,23.83478260869565,0.08757760509472322,Stress Zone,0.35614458093231627,0.34376594484736733,0.1855650972670385,0.02080691526984036,0.283
752016,Puri,104.0,887.0,2209.0,8.528846153846153,21.240384615384617,-0.17413229584932013,Stress Zone,0.3553537833359507,0.3063472827130082,0.07216420449273718,0.008091578160493473,0.261
752017,Puri,235.0,1708.0,4470.0,7.268085106382979,19.02127659574468,0.9381347831628641,Stress Zone,0.302824261755051,0.27434137866874053,1.4226657457139615,0.15951968373544273,0.26
752018,Khordha,52.0,437.0,1441.0,8.403846153846153,27.71153846153846,-0.5519390701444805,Exclusion Zone,0.3501456670074644,0.3996798862738296,0.4639127431675962,0.0520172881746009,0.315
752019,Khordha,141.0,967.0,2963.0,6.858156028368795,21.01418439716312,0.19678737578941802,Stress Zone,0.2857445951572349,0.303084826620238,0.45360357109720517,0.050861348437387544,0.247
752020,Khordha,119.0,478.0,2611.0,4.016806722689076,21.941176470588236,0.023625937570802853,Stress Zone,0.16735997344648454,0.31645471176744905,0.22680178554860259,0.025430674218693772,0.214
752021,Khordha,134.0,961.0,3307.0,7.1716417910447765,24.67910447761194,0.3660133267757919,Stress Zone,0.298805957711961,0.3559434884729346,0.381439366604468,0.04276977027689407,0.276
752022,Khordha,44.0,335.0,720.0,7.613636363636363,16.363636363636363,-0.9066248569502234,Exclusion Zone,0.3172216309168936,0.23601058201520694,0.5463861197307244,0.06126480607230772,0.225
752023,Khordha,119.0,522.0,2686.0,4.38655462184874,22.571428571428573,0.060521130373064606,Stress Zone,0.1827654940147802,0.3255447551924045,0.22680178554860259,0.025430674218693772,0.223
752024,Nayagarh,53.0,465.0,1901.0,8.773584905660377,35.867924528301884,-0.3256485542906084,Exclusion Zone,0.3655508064522468,0.517318373220125,0.45360357109720517,0.050861348437387544,0.378
752025,Nayagarh,76.0,719.0,2992.0,9.460526315789474,39.36842105263158,0.21105351700629255,Stress Zone,0.394172172650701,0.5678055756786909,0.21649261347821155,0.02427473448148042,0.407
752026,Nayagarh,128.0,1031.0,4812.0,8.0546875,37.59375,1.1063768623411778,Stress Zone,0.33559799591683676,0.5422097277443114,0.31958433418212184,0.035834131853613956,0.379
752027,Khordha,101.0,868.0,2523.0,8.594059405940595,24.980198019801982,-0.01966442198385094,Stress Zone,0.3580708889604847,0.36028612115885805,0.041236688281564106,0.004623758948853413,0.288
752028,Khordha,0.0,6.0,6.0,0.0,0.0,-1.2578670924277553,Exclusion Zone,0.0,0.0,0.9999896908279295,0.11212615450969526,0.022
752030,Khordha,196.0,1966.0,4581.0,10.03061224489796,23.372448979591837,0.9927396685102116,Stress Zone,0.4179247633389425,0.33709776752631215,1.0206080349687117,0.11443803398412199,0.317
752031,Khordha,179.0,1563.0,5149.0,8.731843575418994,28.76536312849162,1.2721592619993405,Stress Zone,0.36381165682342376,0.4148790612898606,0.8453521097720642,0.09478705845149497,0.336
752034,Khordha,116.0,816.0,3076.0,7.0344827586206895,26.517241379310345,0.2523761329448257,Stress Zone,0.29309123614102284,0.3824546960280911,0.1958742693374295,0.02196285500705371,0.284
752035,Khordha,94.0,807.0,2497.0,8.585106382978724,26.56382978723404,-0.032454755488635016,Stress Zone,0.35769786187986846,0.3831266345278776,0.030927516211173078,0.0034678192116400597,0.3
752037,Khordha,6.0,30.0,28.0,5.0,4.666666666666667,-1.247044502539092,Exclusion Zone,0.2083246531394525,0.06730672153767013,0.9381346584055834,0.10519051608641515,0.117
752038,Khordha,46.0,317.0,1131.0,6.891304347826087,24.58695652173913,-0.7044392003938291,Exclusion Zone,0.2871257175878541,0.35461445058589247,0.5257677755899424,0.05895292659788102,0.275
752045,Puri,75.0,446.0,1539.0,5.946666666666666,20.52,-0.5037293515495251,Exclusion Zone,0.2477674541338555,0.2959572698470695,0.22680178554860259,0.025430674218693772,0.227
752046,Puri,76.0,639.0,1267.0,8.407894736842104,16.67105263157895,-0.6375359174457278,Exclusion Zone,0.350314350937132,0.2404444065457558,0.21649261347821155,0.02427473448148042,0.23
752050,Khordha,223.0,1909.0,5911.0,8.560538116591928,26.506726457399104,1.64701442087032,Stress Zone,0.3566742267652151,0.38230304068786175,1.2989556808692693,0.1456484068888825,0.327
752054,Khordha,220.0,1104.0,3862.0,5.0181818181818185,17.554545454545455,0.6390377535125289,Stress Zone,0.2090821973326869,0.2531869077063137,1.2680281646580962,0.14218058767724245,0.218
752055,Khordha,187.0,1242.0,4188.0,6.641711229946524,22.39572192513369,0.79940885822636,Stress Zone,0.27672643764620325,0.3230105612678715,0.9278254863351924,0.1040345763492018,0.265
752056,Khordha,124.0,835.0,2860.0,6.733870967741935,23.06451612903226,0.14611797767431187,Stress Zone,0.2805662667281336,0.3326564923924019,0.2783476459005577,0.03121037290476054,0.257
752057,Khordha,68.0,203.0,923.0,2.985294117647059,13.573529411764707,-0.8067618684321016,Exclusion Zone,0.1243820723156143,0.19576923522879056,0.2989659900413398,0.033522252379187246,0.142
752060,Khordha,76.0,328.0,1426.0,4.315789473684211,18.763157894736842,-0.5593181087049328,Exclusion Zone,0.1798170690256327,0.27061856648322635,0.21649261347821155,0.02427473448148042,0.194
752061,Khordha,111.0,899.0,2227.0,8.0990990990991,20.063063063063062,-0.1652774495767773,Stress Zone,0.3374484021123744,0.28936692830963584,0.14432840898547436,0.016183156320986946,0.249
752062,Khordha,72.0,980.0,2719.0,13.61111111111111,37.763888888888886,0.07675501520605978,Stress Zone,0.5671060002129541,0.5446636186337056,0.25772930175977565,0.028898493430333832,0.448
752063,Nayagarh,157.0,1138.0,4224.0,7.248407643312102,26.904458598726116,0.8171185507714456,Stress Zone,0.30200440162127,0.38803947921990717,0.6185503242234616,0.0693563842328012,0.298
752064,Khordha,62.0,323.0,1571.0,5.209677419354839,25.338709677419356,-0.4879874026205601,Exclusion Zone,0.21706084827110697,0.3654568877961283,0.3608210224636859,0.04045789080246737,0.256
752065,Nayagarh,63.0,620.0,2438.0,9.841269841269842,38.698412698412696,-0.061478973826414256,Stress Zone,0.41003582522685894,0.5581421330232645,0.3505118503932949,0.03930195106525401,0.41
752066,Khordha,141.0,1233.0,3058.0,8.74468085106383,21.68794326241135,0.2435212866722829,Stress Zone,0.36434652102261694,0.31280236240455206,0.45360357109720517,0.050861348437387544,0.276
752068,Nayagarh,143.0,1078.0,3569.0,7.538461538461538,24.958041958041957,0.49490053363169295,Stress Zone,0.3140894770410207,0.3599665671847323,0.47422191523798723,0.05317322791181425,0.285
752069,Nayagarh,44.0,329.0,1152.0,7.4772727272727275,26.181818181818183,-0.6941085464091957,Exclusion Zone,0.3115400494676358,0.37761693122433115,0.5463861197307244,0.06126480607230772,0.295
752070,Nayagarh,138.0,730.0,4227.0,5.2898550724637685,30.630434782608695,0.8185943584835361,Stress Zone,0.2204014446257976,0.4417787452480305,0.4226760548860321,0.04739352922574749,0.296
752077,Nayagarh,274.0,1931.0,6071.0,7.047445255474453,22.156934306569344,1.725724165515145,Stress Zone,0.29363131767319917,0.3195665587501528,1.8247234564592116,0.20460133348676354,0.289
752078,Nayagarh,59.0,539.0,1478.0,9.135593220338983,25.050847457627118,-0.5337374416953647,Exclusion Zone,0.3806338577700505,0.36130508873853434,0.391748538674859,0.04392571001410742,0.304
752079,Nayagarh,106.0,747.0,3230.0,7.047169811320755,30.471698113207548,0.32813426216546987,Stress Zone,0.2936198413116434,0.4394893070754876,0.09278254863351924,0.01040345763492018,0.31
752080,Nayagarh,122.0,565.0,2857.0,4.631147540983607,23.418032786885245,0.1446421699622214,Stress Zone,0.19295644102260767,0.3377552168029102,0.25772930175977565,0.028898493430333832,0.233
752081,Nayagarh,200.0,943.0,3247.0,4.715,16.235,0.33649717253398254,Stress Zone,0.19645014791050372,0.2341552766065874,1.0618447232502757,0.11906179293297539,0.2
752082,Nayagarh,77.0,590.0,1417.0,7.662337662337662,18.4025974025974,-0.5637455318412042,Exclusion Zone,0.3192507671487714,0.2654182497742446,0.20618344140782052,0.023118794744267066,0.233
752083,Nayagarh,62.0,564.0,1320.0,9.096774193548388,21.29032258064516,-0.6114633145321294,Exclusion Zone,0.37901646571177816,0.30706753143914023,0.3608210224636859,0.04045789080246737,0.275
752084,Nayagarh,130.0,1035.0,2492.0,7.961538461538462,19.16923076923077,-0.0349144350087858,Stress Zone,0.33171694769128207,0.27647530231627576,0.34020267832290385,0.03814601132804066,0.245
752085,Nayagarh,96.0,820.0,1971.0,8.541666666666666,20.53125,-0.29121304100849743,Exclusion Zone,0.35588794911323135,0.29611952712220496,0.010309172070391026,0.0011559397372133532,0.255
752087,Nayagarh,0.0,6.0,5.0,0.0,0.0,-1.2583590283317856,Exclusion Zone,0.0,0.0,0.9999896908279295,0.11212615450969526,0.022
752089,Nayagarh,71.0,625.0,1733.0,8.80281690140845,24.408450704225352,-0.40829378616767475,Exclusion Zone,0.3667687555272051,0.35203988458183805,0.2680384738301667,0.03005443316754719,0.292
752090,Nayagarh,84.0,634.0,1993.0,7.5476190476190474,23.726190476190474,-0.280390451119834,Exclusion Zone,0.3144710240247926,0.34219973475657284,0.13401923691508336,0.015027216583773595,0.268
752091,Nayagarh,74.0,776.0,2157.0,10.486486486486486,29.14864864864865,-0.1997129628588883,Exclusion Zone,0.43691873198977066,0.4204071380987099,0.23711095761899362,0.026586613955907126,0.347
752092,Nayagarh,72.0,509.0,2008.0,7.069444444444445,27.88888888888889,-0.27301141255938166,Exclusion Zone,0.2945479123555037,0.40223778823702866,0.25772930175977565,0.028898493430333832,0.295
752093,Nayagarh,90.0,614.0,2135.0,6.822222222222222,23.72222222222222,-0.21053555274755173,Exclusion Zone,0.28424741561694183,0.34214250114982314,0.07216420449273718,0.008091578160493473,0.258
752094,Nayagarh,82.0,627.0,1497.0,7.646341463414634,18.25609756097561,-0.5243906595187917,Exclusion Zone,0.3185842866303335,0.26330530176452666,0.1546375810558654,0.0173390960582003,0.231
752100,Khordha,150.0,743.0,2279.0,4.953333333333333,15.193333333333333,-0.13969678256720916,Stress Zone,0.20638028971015096,0.21913145483478605,0.5463861197307244,0.06126480607230772,0.184
752101,Khordha,126.0,470.0,1942.0,3.7301587301587302,15.412698412698413,-0.30547918222537196,Stable Zone,0.1554168047230836,0.22229532861591053,0.2989659900413398,0.033522252379187246,0.164
752102,Khordha,253.0,1042.0,3064.0,4.118577075098814,12.110671936758893,0.24647290209646383,Stress Zone,0.17160022811961229,0.17467063364603722,1.6082308429810002,0.1803265990052831,0.175
752103,Khordha,140.0,728.0,2326.0,5.2,16.614285714285714,-0.11657579507779181,Stress Zone,0.21665763926503062,0.2396256647397256,0.4432943990268141,0.04970540870017419,0.195
752104,Puri,213.0,1031.0,6279.0,4.84037558685446,29.47887323943662,1.8280468335534177,Stress Zone,0.20167391303922585,0.4251699240795078,1.1958639601653591,0.13408900951674899,0.3
752105,Puri,131.0,670.0,2476.0,5.114503816793893,18.900763358778626,-0.0427854094732683,Stress Zone,0.21309544672279876,0.2726032320511525,0.3505118503932949,0.03930195106525401,0.208
752106,Puri,180.0,1066.0,3306.0,5.9222222222222225,18.366666666666667,0.3655213908717618,Stress Zone,0.24674897805184043,0.26490002548040176,0.8556612818424552,0.09594299818870831,0.226
752107,Puri,97.0,659.0,2510.0,6.793814432989691,25.876288659793815,-0.026059588736242974,Stress Zone,0.2830638070492767,0.3732103189828101,0.0,0.0,0.272
752108,Puri,127.0,997.0,2051.0,7.850393700787402,16.1496062992126,-0.2518581686860849,Stable Zone,0.32708610894493567,0.23292365445516555,0.3092751621117308,0.0346781921164006,0.222
752109,Puri,165.0,824.0,2889.0,4.993939393939394,17.509090909090908,0.16038411889118642,Stress Zone,0.2080721384083744,0.25253132275627144,0.7010237007865898,0.07860390213050802,0.204
752110,Puri,150.0,988.0,2823.0,6.586666666666667,18.82,0.12791634922519607,Stress Zone,0.27443300973570545,0.2714383927154897,0.5463861197307244,0.06126480607230772,0.23
752111,Puri,161.0,917.0,2205.0,5.695652173913044,13.695652173913043,-0.17610003946544078,Stress Zone,0.2373089527066807,0.19753059581707538,0.6597870125050257,0.0739801431816546,0.185
752112,Puri,0.0,0.0,5.0,0.0,0.0,-1.2583590283317856,Exclusion Zone,0.0,0.0,0.9999896908279295,0.11212615450969526,0.022
752113,Puri,39.0,145.0,737.0,3.717948717948718,18.897435897435898,-0.8982619465817108,Exclusion Zone,0.15490807541138776,0.27255524051243346,0.5979319800826796,0.06704450475837449,0.196
752114,Puri,137.0,682.0,2633.0,4.978102189781022,19.21897810218978,0.0344485274594663,Stress Zone,0.20741228239577608,0.2771928015777145,0.41236688281564104,0.04623758948853413,0.21
752115,Khordha,13.0,71.0,322.0,5.461538461538462,24.76923076923077,-1.102415346754226,Exclusion Zone,0.22755462112155583,0.35724336816147995,0.8659704539128462,0.09709893792592168,0.266
752116,Puri,43.0,139.0,717.0,3.2325581395348837,16.674418604651162,-0.908100664662314,Exclusion Zone,0.13468431063434372,0.2404929535341004,0.5566952918011154,0.06242074580952108,0.173
752118,Puri,45.0,246.0,943.0,5.466666666666667,20.955555555555556,-0.7969231503514985,Exclusion Zone,0.22776828743246808,0.3022392305239187,0.5360769476603334,0.06010886633509438,0.231
752119,Puri,77.0,468.0,1186.0,6.077922077922078,15.402597402597403,-0.6773827256721705,Exclusion Zone,0.2532362017383475,0.2221496430714567,0.20618344140782052,0.023118794744267066,0.192
752120,Puri,27.0,198.0,959.0,7.333333333333333,35.51851851851852,-0.789052175887016,Exclusion Zone,0.30554282460453036,0.5122789361478227,0.7216420449273718,0.08091578160493473,0.364
752121,Puri,41.0,321.0,769.0,7.829268292682927,18.75609756097561,-0.8825199976527458,Exclusion Zone,0.32620592028177686,0.2705167362149913,0.5773136359418974,0.06473262528394778,0.246
753001,Cuttack,288.0,1938.0,8030.0,6.729166666666667,27.881944444444443,2.6894266015102217,Stress Zone,0.28037026235017987,0.4021376294252166,1.969051865444686,0.22078448980775048,0.329
753002,Cuttack,64.0,287.0,2027.0,4.484375,31.671875,-0.2636646303828087,Exclusion Zone,0.18684117328444647,0.4567993009716206,0.34020267832290385,0.03814601132804066,0.292
753003,Cuttack,83.0,568.0,1939.0,6.843373493975903,23.36144578313253,-0.30695498993746245,Exclusion Zone,0.28512868188725066,0.3369390698662884,0.14432840898547436,0.016183156320986946,0.257
753004,Cuttack,112.0,771.0,2187.0,6.883928571428571,19.526785714285715,-0.1849548857379836,Stress Zone,0.28681840637592476,0.2816322704136822,0.1546375810558654,0.0173390960582003,0.23
753006,Cuttack,14.0,46.0,93.0,3.2857142857142856,6.642857142857143,-1.2150686687771317,Exclusion Zone,0.1368990577773545,0.09580905769903045,0.8556612818424552,0.09594299818870831,0.108
753007,Cuttack,13.0,39.0,83.0,3.0,6.384615384615385,-1.2199880278174333,Exclusion Zone,0.1249947918836715,0.09208447067516408,0.8659704539128462,0.09709893792592168,0.103
753008,Cuttack,67.0,268.0,2048.0,4.0,30.567164179104477,-0.2533339763981754,Exclusion Zone,0.166659722511562,0.44086620162840645,0.3092751621117308,0.0346781921164006,0.277
753009,Cuttack,37.0,302.0,1123.0,8.162162162162161,30.35135135135135,-0.7083746876260704,Exclusion Zone,0.3400759202600792,0.4377535615065843,0.6185503242234616,0.0693563842328012,0.335
753010,Cuttack,49.0,153.0,900.0,3.122448979591837,18.367346938775512,-0.8180763942247953,Exclusion Zone,0.13009662012382137,0.2649098369558446,0.49484025937876924,0.055485107386240955,0.183
753011,Cuttack,118.0,951.0,2732.0,8.059322033898304,23.152542372881356,0.08315018195845181,Stress Zone,0.33579109345020225,0.3339260833672787,0.21649261347821155,0.02427473448148042,0.273
753012,Cuttack,55.0,334.0,1256.0,6.072727272727272,22.836363636363636,-0.6429472123900595,Exclusion Zone,0.25301976054028047,0.32936587890122215,0.4329852269564231,0.04854946896296084,0.25
753013,Cuttack,13.0,80.0,273.0,6.153846153846154,21.0,-1.1265202060517034,Exclusion Zone,0.2563995730947108,0.3028802469195156,0.8659704539128462,0.09709893792592168,0.248
753014,Cuttack,110.0,506.0,2655.0,4.6,24.136363636363637,0.04527111734812975,Stress Zone,0.1916586808882963,0.3481156084724302,0.13401923691508336,0.015027216583773595,0.235
754001,Khordha,139.0,787.0,3156.0,5.661870503597123,22.705035971223023,0.2917310052672383,Stress Zone,0.23590144175647357,0.3274717572038339,0.4329852269564231,0.04854946896296084,0.244
754002,Cuttack,22.0,256.0,1120.0,11.636363636363637,50.90909090909091,-0.7098504953381608,Exclusion Zone,0.4848282836699986,0.7342551440473105,0.773187905279327,0.0866954802910015,0.53
754003,Cuttack,55.0,435.0,1244.0,7.909090909090909,22.618181818181817,-0.6488504432384213,Exclusion Zone,0.32953172405695214,0.3262190711410194,0.4329852269564231,0.04854946896296084,0.272
754004,Cuttack,195.0,1652.0,5882.0,8.471794871794872,30.164102564102564,1.6327482796534454,Stress Zone,0.35297674562705184,0.43505289679623704,1.0102988628983205,0.11328209424690862,0.346
754005,Khordha,157.0,1062.0,3374.0,6.764331210191083,21.49044585987261,0.39897303234581244,Stress Zone,0.28183539061668605,0.3099538832594618,0.6185503242234616,0.0693563842328012,0.253
754006,Cuttack,56.0,419.0,1240.0,7.482142857142857,22.142857142857142,-0.650818186854542,Exclusion Zone,0.31174296309082355,0.3193635256634348,0.4226760548860321,0.04739352922574749,0.263
754007,Cuttack,79.0,758.0,1744.0,9.594936708860759,22.075949367088608,-0.402882491223343,Exclusion Zone,0.3997723723536835,0.3183985235850724,0.1855650972670385,0.02080691526984036,0.283
754008,Cuttack,197.0,1432.0,4343.0,7.269035532994923,22.04568527918782,0.8756589233510342,Stress Zone,0.3028638612139046,0.31796202861287315,1.0309172070391026,0.11559397372133533,0.273
754009,Cuttack,141.0,941.0,3115.0,6.673758865248227,22.092198581560282,0.27156163320200183,Stress Zone,0.2780617001478366,0.3186328838751405,0.45360357109720517,0.050861348437387544,0.253
754010,Cuttack,42.0,225.0,1068.0,5.357142857142857,25.428571428571427,-0.735431162347729,Exclusion Zone,0.22320498550655624,0.36675295205220254,0.5670044638715065,0.06357668554673443,0.263
754011,Cuttack,6.0,30.0,42.0,5.0,7.0,-1.2401573998826698,Exclusion Zone,0.2083246531394525,0.10096008230650519,0.9381346584055834,0.10519051608641515,0.134
754012,Khordha,3.0,10.0,25.0,3.3333333333333335,8.333333333333334,-1.2485203102511824,Exclusion Zone,0.13888310209296834,0.12019057417441095,0.9690621746167565,0.10865833529805521,0.123
754018,Cuttack,32.0,210.0,1170.0,6.5625,36.5625,-0.685253700136653,Exclusion Zone,0.2734261072455314,0.527336144190228,0.6700961845754168,0.07513608291886797,0.361
754021,Cuttack,43.0,348.0,767.0,8.093023255813954,17.837209302325583,-0.8835038694608061,Exclusion Zone,0.3371952525233929,0.2572637313258787,0.5566952918011154,0.06242074580952108,0.242
754022,Cuttack,123.0,1160.0,3733.0,9.43089430894309,30.349593495934958,0.5755780218926386,Stress Zone,0.3929375571410812,0.4377282081883669,0.2680384738301667,0.03005443316754719,0.343
754023,Jajpur,85.0,498.0,2067.0,5.858823529411764,24.31764705882353,-0.2439871942216024,Exclusion Zone,0.24410747591399376,0.35073023550848104,0.12371006484469231,0.013871276846560239,0.251
754024,Jajpur,66.0,544.0,1467.0,8.242424242424242,22.227272727272727,-0.5391487366396964,Exclusion Zone,0.343420034266249,0.3205810405706561,0.31958433418212184,0.035834131853613956,0.27
754025,Cuttack,76.0,833.0,2768.0,10.960526315789474,36.421052631578945,0.10085987450353745,Stress Zone,0.4566695685925367,0.5252960673391097,0.21649261347821155,0.02427473448148042,0.405
754026,Cuttack,17.0,51.0,503.0,3.0,29.58823529411765,-1.0133749481247676,Exclusion Zone,0.1249947918836715,0.42674723865690856,0.8247337656312821,0.09247517897706826,0.269
754027,Cuttack,78.0,581.0,1931.0,7.448717948717949,24.756410256410255,-0.3108904771697037,Exclusion Zone,0.3103503166000562,0.357058459585827,0.1958742693374295,0.02196285500705371,0.276
754028,Cuttack,100.0,1050.0,3926.0,10.5,39.26,0.6705216513704589,Stress Zone,0.4374817715928503,0.5662418330504848,0.030927516211173078,0.0034678192116400597,0.415
754029,Cuttack,223.0,1908.0,8679.0,8.556053811659194,38.91928251121076,3.0086930032257935,Stress Zone,0.3564873885112784,0.5613277093774238,1.2989556808692693,0.1456484068888825,0.417
754030,Cuttack,106.0,1026.0,3360.0,9.679245283018869,31.69811320754717,0.3920859296893902,Stress Zone,0.40328508324731754,0.4571777311992688,0.09278254863351924,0.01040345763492018,0.352
754031,Cuttack,302.0,1851.0,8499.0,6.129139072847682,28.142384105960264,2.9201445405003654,Stress Zone,0.25537015427889176,0.4058939165198617,2.11338027443016,0.2369676461287374,0.327
